neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,year
Brooklyn,Fort Greene,Private room,74,7,3,2019.0
Manhattan,West Village,Entire home/apt,190,3,2,2017.0
Manhattan,East Village,Private room,78,1,8,2017.0
Manhattan,West Village,Entire home/apt,250,2,2,2017.0
Manhattan,Midtown,Private room,198,2,9,2018.0
Queens,East Elmhurst,Entire home/apt,220,1,5,2017.0
Manhattan,Upper West Side,Private room,75,1,5,2017.0
Brooklyn,Brooklyn Heights,Entire home/apt,110,2,1,2017.0
Bronx,Mount Hope,Entire home/apt,105,1,23,2019.0
Queens,Astoria,Entire home/apt,250,3,3,2018.0
Brooklyn,Williamsburg,Private room,150,1,39,2019.0
Staten Island,Concord,Private room,32,4,45,2019.0
Manhattan,East Village,Entire home/apt,260,3,24,2019.0
Manhattan,Midtown,Private room,70,5,1,2017.0
Manhattan,Harlem,Entire home/apt,115,3,5,2018.0
Queens,Jamaica,Private room,80,1,19,2019.0
Brooklyn,Flatbush,Private room,47,1,18,2018.0
Brooklyn,Williamsburg,Entire home/apt,97,1,2,2017.0
Manhattan,East Village,Private room,95,2,26,2019.0
Brooklyn,East Flatbush,Private room,35,30,3,2018.0
Manhattan,Harlem,Private room,65,2,2,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,45,3,4,2018.0
Queens,Forest Hills,Private room,99,1,3,2018.0
Queens,Flushing,Entire home/apt,150,1,19,2018.0
Manhattan,Morningside Heights,Private room,50,2,2,2017.0
Manhattan,Harlem,Private room,50,4,20,2019.0
Manhattan,Upper East Side,Entire home/apt,151,6,2,2017.0
Queens,Rego Park,Private room,44,2,12,2019.0
Queens,Flushing,Private room,38,1,66,2019.0
Manhattan,East Harlem,Entire home/apt,325,6,15,2019.0
Brooklyn,Williamsburg,Entire home/apt,139,1,115,2019.0
Bronx,Kingsbridge,Entire home/apt,175,1,10,2018.0
Manhattan,Hell's Kitchen,Entire home/apt,168,2,4,2017.0
Manhattan,Chelsea,Entire home/apt,250,3,17,2018.0
Brooklyn,East New York,Entire home/apt,100,2,6,2019.0
Brooklyn,Greenpoint,Entire home/apt,160,2,3,2017.0
Brooklyn,Williamsburg,Private room,90,4,3,2018.0
Manhattan,Morningside Heights,Private room,55,14,3,2019.0
Brooklyn,Williamsburg,Private room,70,1,1,2017.0
Brooklyn,Fort Greene,Entire home/apt,275,3,62,2019.0
Manhattan,East Harlem,Private room,79,1,68,2019.0
Manhattan,Washington Heights,Private room,40,3,10,2019.0
Brooklyn,Prospect Heights,Entire home/apt,105,2,61,2019.0
Brooklyn,Bushwick,Private room,70,2,2,2017.0
Brooklyn,Brooklyn Heights,Private room,64,7,6,2019.0
Queens,Whitestone,Entire home/apt,250,2,6,2018.0
Brooklyn,East Flatbush,Private room,75,3,11,2019.0
Bronx,Fordham,Entire home/apt,100,2,2,2019.0
Bronx,Wakefield,Private room,50,1,130,2019.0
Brooklyn,Brownsville,Private room,49,2,33,2019.0
Manhattan,Murray Hill,Entire home/apt,130,30,1,2017.0
Brooklyn,Brooklyn Heights,Entire home/apt,118,1,2,2018.0
Manhattan,Murray Hill,Entire home/apt,150,30,4,2019.0
Manhattan,Lower East Side,Entire home/apt,300,3,33,2019.0
Brooklyn,Brownsville,Private room,49,2,6,2019.0
Brooklyn,Crown Heights,Entire home/apt,245,4,8,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,60,1,23,2019.0
Brooklyn,Williamsburg,Entire home/apt,160,7,4,2018.0
Manhattan,Upper West Side,Entire home/apt,275,30,21,2019.0
Manhattan,East Harlem,Entire home/apt,120,1,61,2019.0
Brooklyn,Williamsburg,Entire home/apt,150,3,8,2019.0
Manhattan,Inwood,Private room,59,4,19,2018.0
Manhattan,East Village,Entire home/apt,150,2,2,2017.0
Manhattan,Chelsea,Entire home/apt,154,2,3,2017.0
Brooklyn,Boerum Hill,Entire home/apt,174,3,5,2017.0
Manhattan,Financial District,Entire home/apt,250,30,22,2019.0
Manhattan,Upper West Side,Entire home/apt,200,2,3,2018.0
Bronx,Concourse Village,Shared room,60,1,2,2017.0
Brooklyn,Bushwick,Private room,85,3,3,2018.0
Brooklyn,Greenpoint,Entire home/apt,120,4,9,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,115,60,5,2019.0
Brooklyn,East Flatbush,Private room,47,4,21,2019.0
Manhattan,Lower East Side,Entire home/apt,150,3,28,2019.0
Brooklyn,Greenpoint,Entire home/apt,140,2,4,2018.0
Brooklyn,Crown Heights,Private room,65,2,81,2019.0
Manhattan,Hell's Kitchen,Private room,140,3,116,2019.0
Brooklyn,East Flatbush,Private room,47,4,27,2019.0
Brooklyn,Greenpoint,Entire home/apt,100,2,5,2018.0
Queens,South Ozone Park,Entire home/apt,62,1,53,2019.0
Manhattan,Lower East Side,Private room,188,2,2,2019.0
Brooklyn,Williamsburg,Entire home/apt,185,2,1,2017.0
Manhattan,Midtown,Private room,252,2,3,2018.0
Brooklyn,Flatbush,Private room,44,2,38,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,3,1,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,50,5,1,2017.0
Manhattan,Murray Hill,Entire home/apt,799,5,1,2018.0
Brooklyn,Greenpoint,Entire home/apt,180,2,49,2019.0
Manhattan,NoHo,Entire home/apt,180,2,18,2018.0
Brooklyn,Borough Park,Private room,170,5,16,2019.0
Manhattan,Murray Hill,Entire home/apt,186,7,9,2018.0
Queens,Astoria,Private room,90,5,2,2017.0
Manhattan,East Harlem,Entire home/apt,172,2,63,2019.0
Brooklyn,Williamsburg,Private room,60,6,3,2018.0
Brooklyn,Greenpoint,Private room,0,2,12,2017.0
Manhattan,Washington Heights,Private room,52,2,1,2017.0
Brooklyn,Crown Heights,Entire home/apt,184,2,40,2018.0
Manhattan,Chinatown,Entire home/apt,145,4,13,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,65,2,1,2017.0
Manhattan,Upper West Side,Entire home/apt,100,4,32,2018.0
Brooklyn,Bushwick,Entire home/apt,74,7,9,2019.0
Manhattan,Lower East Side,Entire home/apt,200,2,3,2017.0
Manhattan,Greenwich Village,Entire home/apt,175,1,39,2019.0
Manhattan,East Harlem,Entire home/apt,130,1,4,2017.0
Brooklyn,East Flatbush,Private room,48,2,60,2019.0
Manhattan,Inwood,Private room,200,3,1,2017.0
Manhattan,Financial District,Entire home/apt,205,30,1,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,58,2019.0
Brooklyn,Clinton Hill,Private room,149,2,5,2018.0
Manhattan,Midtown,Private room,389,3,3,2017.0
Manhattan,Midtown,Entire home/apt,699,3,3,2019.0
Brooklyn,Fort Greene,Private room,67,3,1,2017.0
Manhattan,Murray Hill,Entire home/apt,135,2,5,2018.0
Manhattan,East Village,Private room,83,2,1,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,37,7,15,2019.0
Manhattan,Harlem,Private room,65,1,41,2019.0
Brooklyn,Williamsburg,Entire home/apt,0,5,3,2018.0
Brooklyn,Crown Heights,Entire home/apt,100,1,2,2017.0
Manhattan,Midtown,Entire home/apt,270,1,154,2019.0
Brooklyn,East Flatbush,Private room,35,30,5,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,67,2,23,2019.0
Manhattan,Upper East Side,Private room,85,2,2,2017.0
Manhattan,Upper East Side,Entire home/apt,225,2,3,2018.0
Brooklyn,Greenpoint,Private room,200,2,11,2018.0
Manhattan,Midtown,Private room,389,3,2,2017.0
Brooklyn,Williamsburg,Entire home/apt,182,5,62,2019.0
Queens,Flushing,Private room,54,2,65,2019.0
Manhattan,Lower East Side,Entire home/apt,400,3,5,2019.0
Queens,Astoria,Private room,50,4,1,2017.0
Queens,Sunnyside,Entire home/apt,140,3,40,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,0,1,93,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,0,1,95,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,0,1,95,2019.0
Brooklyn,Williamsburg,Private room,105,2,48,2019.0
Manhattan,Lower East Side,Entire home/apt,139,5,12,2019.0
Brooklyn,Bushwick,Private room,100,1,132,2019.0
Brooklyn,Brighton Beach,Entire home/apt,130,3,22,2019.0
Manhattan,Harlem,Private room,77,3,92,2019.0
Brooklyn,Bushwick,Private room,75,4,4,2017.0
Brooklyn,Williamsburg,Private room,80,5,1,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,65,3,15,2019.0
Manhattan,Kips Bay,Entire home/apt,220,7,36,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,60,2,1,2017.0
Brooklyn,Williamsburg,Entire home/apt,180,5,12,2018.0
Manhattan,Chelsea,Private room,165,3,4,2017.0
Manhattan,East Village,Private room,75,1,3,2018.0
Manhattan,Harlem,Private room,100,1,9,2018.0
Brooklyn,Sunset Park,Entire home/apt,120,2,7,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,179,3,52,2019.0
Manhattan,Murray Hill,Shared room,49,3,93,2019.0
Manhattan,Murray Hill,Shared room,49,3,103,2019.0
Brooklyn,Bushwick,Private room,90,4,17,2019.0
Brooklyn,Flatbush,Private room,50,2,26,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,499,2,16,2019.0
Brooklyn,Kensington,Private room,36,2,13,2019.0
Brooklyn,Cypress Hills,Entire home/apt,5000,2,4,2018.0
Manhattan,Lower East Side,Entire home/apt,275,2,17,2019.0
Brooklyn,Flatbush,Entire home/apt,80,60,46,2019.0
Bronx,Wakefield,Private room,35,2,16,2019.0
Brooklyn,East New York,Private room,50,1,3,2018.0
Brooklyn,East Flatbush,Private room,50,1,20,2019.0
Manhattan,Upper West Side,Private room,150,2,5,2018.0
Brooklyn,Bushwick,Private room,59,1,3,2017.0
Brooklyn,Windsor Terrace,Entire home/apt,85,3,12,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,60,30,5,2018.0
Manhattan,East Village,Private room,110,7,30,2019.0
Brooklyn,Greenpoint,Private room,37,1,62,2019.0
Brooklyn,Greenpoint,Private room,90,1,3,2017.0
Manhattan,Kips Bay,Entire home/apt,180,5,8,2018.0
Brooklyn,South Slope,Entire home/apt,111,2,1,2017.0
Brooklyn,Crown Heights,Entire home/apt,135,7,12,2019.0
Manhattan,Chinatown,Private room,120,3,35,2019.0
Brooklyn,Williamsburg,Entire home/apt,241,5,4,2018.0
Brooklyn,Bushwick,Private room,69,1,77,2019.0
Brooklyn,Bushwick,Entire home/apt,94,2,13,2018.0
Manhattan,Upper East Side,Entire home/apt,130,3,3,2017.0
Manhattan,Upper West Side,Entire home/apt,135,2,1,2017.0
Manhattan,Hell's Kitchen,Private room,70,3,6,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,290,2,1,2017.0
Brooklyn,Gowanus,Private room,95,2,21,2018.0
Brooklyn,Williamsburg,Private room,53,3,4,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,58,3,5,2018.0
Brooklyn,Crown Heights,Private room,80,3,2,2017.0
Brooklyn,East Flatbush,Private room,33,30,1,2019.0
Queens,Flushing,Entire home/apt,198,7,4,2019.0
Staten Island,Rosebank,Private room,55,2,88,2019.0
Brooklyn,Bushwick,Private room,150,3,2,2019.0
Manhattan,East Harlem,Private room,100,3,67,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,129,4,97,2019.0
Manhattan,Little Italy,Entire home/apt,138,31,4,2019.0
Brooklyn,East Flatbush,Private room,40,3,58,2019.0
Queens,Arverne,Private room,35,1,60,2019.0
Queens,Arverne,Private room,50,1,53,2019.0
Brooklyn,East Flatbush,Private room,40,3,52,2019.0
Brooklyn,Williamsburg,Private room,57,1,3,2017.0
Manhattan,Midtown,Private room,115,1,33,2019.0
Queens,Flushing,Entire home/apt,80,2,86,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,379,1,3,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,48,4,7,2019.0
Manhattan,Washington Heights,Private room,37,3,5,2018.0
Manhattan,Inwood,Entire home/apt,175,2,38,2019.0
Brooklyn,Cypress Hills,Entire home/apt,50,30,34,2019.0
Bronx,Unionport,Entire home/apt,450,2,1,2018.0
Bronx,Pelham Bay,Entire home/apt,80,2,66,2019.0
Brooklyn,Crown Heights,Private room,125,1,32,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,4,17,2019.0
Manhattan,East Harlem,Entire home/apt,104,30,3,2019.0
Manhattan,Chelsea,Entire home/apt,225,1,102,2019.0
Manhattan,Financial District,Entire home/apt,178,30,1,2018.0
Brooklyn,Clinton Hill,Entire home/apt,114,12,27,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,5,7,2019.0
Brooklyn,Park Slope,Entire home/apt,230,3,12,2019.0
Queens,Ditmars Steinway,Private room,60,1,3,2017.0
Manhattan,Greenwich Village,Private room,150,2,1,2018.0
Manhattan,East Village,Entire home/apt,150,4,6,2017.0
Manhattan,East Village,Private room,100,3,1,2017.0
Bronx,University Heights,Private room,55,1,2,2018.0
Brooklyn,Fort Greene,Private room,75,3,14,2019.0
Manhattan,Greenwich Village,Entire home/apt,3900,30,7,2018.0
Brooklyn,Williamsburg,Private room,65,3,1,2017.0
Manhattan,Harlem,Private room,89,5,34,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,159,3,36,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,3,5,2018.0
Queens,Ridgewood,Entire home/apt,125,3,5,2017.0
Brooklyn,Crown Heights,Entire home/apt,165,3,2,2019.0
Brooklyn,Clinton Hill,Entire home/apt,129,2,93,2019.0
Manhattan,Midtown,Entire home/apt,350,3,3,2018.0
Manhattan,Upper East Side,Entire home/apt,90,30,5,2018.0
Bronx,City Island,Private room,50,2,45,2019.0
Manhattan,East Village,Private room,110,15,6,2018.0
Brooklyn,East Flatbush,Private room,55,4,18,2019.0
Manhattan,Financial District,Entire home/apt,300,2,21,2018.0
Queens,Flushing,Private room,49,1,77,2019.0
Manhattan,West Village,Entire home/apt,158,14,4,2018.0
Brooklyn,Bushwick,Entire home/apt,97,3,6,2019.0
Manhattan,Upper West Side,Entire home/apt,95,1,9,2019.0
Brooklyn,Canarsie,Private room,100,3,2,2018.0
Manhattan,Harlem,Private room,65,3,69,2019.0
Brooklyn,Crown Heights,Entire home/apt,100,7,3,2017.0
Brooklyn,Bushwick,Private room,50,3,22,2019.0
Brooklyn,Williamsburg,Private room,75,1,45,2019.0
Brooklyn,Crown Heights,Private room,55,2,4,2018.0
Manhattan,Harlem,Private room,55,10,6,2018.0
Brooklyn,Bushwick,Entire home/apt,175,1,47,2019.0
Manhattan,East Village,Private room,100,3,3,2017.0
Brooklyn,Williamsburg,Private room,75,2,1,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,75,1,4,2018.0
Brooklyn,Bushwick,Private room,35,7,2,2019.0
Manhattan,Upper East Side,Private room,95,2,42,2019.0
Manhattan,Gramercy,Entire home/apt,175,5,3,2019.0
Manhattan,Chinatown,Entire home/apt,180,5,11,2019.0
Queens,College Point,Private room,55,1,51,2019.0
Queens,Ditmars Steinway,Private room,79,7,36,2019.0
Brooklyn,Flatlands,Private room,30,2,13,2019.0
Manhattan,Washington Heights,Entire home/apt,50,3,2,2017.0
Manhattan,Upper East Side,Entire home/apt,133,30,7,2019.0
Brooklyn,Greenpoint,Entire home/apt,496,3,20,2019.0
Manhattan,Chelsea,Private room,75,30,2,2019.0
Manhattan,East Village,Private room,100,1,33,2019.0
Manhattan,Chinatown,Private room,80,25,8,2018.0
Manhattan,Harlem,Private room,123,2,54,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,30,2,9,2019.0
Brooklyn,Carroll Gardens,Private room,50,1,12,2018.0
Brooklyn,Williamsburg,Entire home/apt,195,2,9,2019.0
Manhattan,Harlem,Private room,69,2,13,2018.0
Queens,Jamaica,Entire home/apt,150,2,45,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,49,7,5,2019.0
Brooklyn,East Flatbush,Entire home/apt,95,4,55,2019.0
Staten Island,St. George,Entire home/apt,109,2,87,2019.0
Manhattan,Washington Heights,Entire home/apt,105,2,109,2019.0
Queens,Long Island City,Private room,49,1,4,2017.0
Brooklyn,Park Slope,Entire home/apt,120,3,7,2019.0
Manhattan,Harlem,Private room,69,2,10,2019.0
Manhattan,East Harlem,Private room,85,1,98,2018.0
Brooklyn,Brooklyn Heights,Entire home/apt,135,3,21,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,49,2,1,2017.0
Brooklyn,Bushwick,Private room,100,11,13,2019.0
Brooklyn,East Flatbush,Private room,48,2,9,2018.0
Manhattan,Inwood,Entire home/apt,87,2,5,2019.0
Manhattan,Morningside Heights,Private room,85,3,13,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,48,1,2,2017.0
Manhattan,Harlem,Private room,90,3,55,2019.0
Brooklyn,Bushwick,Private room,60,5,6,2019.0
Brooklyn,Crown Heights,Private room,50,2,82,2019.0
Brooklyn,Kensington,Private room,85,2,61,2019.0
Brooklyn,Williamsburg,Private room,70,7,8,2018.0
Brooklyn,Park Slope,Entire home/apt,125,2,77,2019.0
Queens,Rosedale,Private room,45,30,34,2019.0
Manhattan,Upper East Side,Private room,89,3,9,2019.0
Queens,Rosedale,Private room,42,7,21,2018.0
Brooklyn,Flatbush,Private room,50,2,10,2019.0
Queens,Long Island City,Private room,120,1,63,2019.0
Manhattan,Inwood,Private room,60,2,75,2019.0
Manhattan,Upper West Side,Shared room,62,1,10,2018.0
Brooklyn,Williamsburg,Private room,76,1,9,2017.0
Brooklyn,East Flatbush,Private room,47,1,4,2019.0
Manhattan,Washington Heights,Private room,60,1,11,2017.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,4,2,2017.0
Queens,Richmond Hill,Private room,55,2,10,2019.0
Manhattan,Harlem,Shared room,60,2,1,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,50,1,1,2017.0
Brooklyn,Williamsburg,Entire home/apt,250,3,3,2018.0
Brooklyn,Bushwick,Private room,85,1,14,2018.0
Manhattan,Greenwich Village,Entire home/apt,174,3,4,2018.0
Brooklyn,Bushwick,Private room,100,4,6,2018.0
Queens,Rego Park,Private room,75,3,20,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,20,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,88,4,1,2017.0
Queens,Ridgewood,Entire home/apt,170,18,14,2019.0
Brooklyn,Williamsburg,Private room,95,2,24,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,62,3,51,2019.0
Queens,Astoria,Private room,45,5,20,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,100,30,3,2019.0
Queens,Sunnyside,Private room,60,4,1,2017.0
Manhattan,Upper East Side,Entire home/apt,211,7,29,2019.0
Brooklyn,Park Slope,Entire home/apt,100,3,4,2019.0
Brooklyn,Boerum Hill,Entire home/apt,250,1,97,2019.0
Manhattan,Harlem,Entire home/apt,125,6,8,2018.0
Manhattan,Chinatown,Entire home/apt,145,4,13,2019.0
Brooklyn,Greenpoint,Private room,116,2,58,2019.0
Manhattan,Harlem,Private room,50,28,12,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2,18,2019.0
Queens,St. Albans,Entire home/apt,246,2,3,2019.0
Brooklyn,Flatbush,Private room,44,3,1,2017.0
Manhattan,East Village,Entire home/apt,99,1,33,2019.0
Bronx,Highbridge,Private room,62,2,75,2019.0
Bronx,Wakefield,Private room,55,1,156,2019.0
Manhattan,Harlem,Private room,69,2,2,2018.0
Manhattan,Harlem,Entire home/apt,150,5,14,2019.0
Bronx,Highbridge,Private room,42,2,92,2019.0
Bronx,Highbridge,Private room,42,2,62,2019.0
Manhattan,Washington Heights,Private room,50,4,22,2019.0
Manhattan,Harlem,Private room,69,2,15,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,145,2,77,2019.0
Brooklyn,Sunset Park,Entire home/apt,58,4,10,2018.0
Manhattan,Washington Heights,Entire home/apt,175,2,2,2017.0
Manhattan,Harlem,Private room,100,6,21,2018.0
Manhattan,Hell's Kitchen,Entire home/apt,135,2,65,2019.0
Manhattan,East Village,Private room,120,1,2,2018.0
Brooklyn,Bushwick,Private room,49,2,71,2019.0
Brooklyn,Williamsburg,Private room,48,2,3,2018.0
Manhattan,Chelsea,Entire home/apt,435,3,3,2018.0
Manhattan,Marble Hill,Private room,93,2,7,2018.0
Queens,St. Albans,Private room,60,2,23,2018.0
Brooklyn,Bushwick,Private room,42,4,6,2018.0
Manhattan,East Harlem,Private room,88,2,34,2019.0
Brooklyn,Crown Heights,Private room,60,2,41,2019.0
Brooklyn,Bushwick,Private room,58,1,79,2019.0
Brooklyn,Canarsie,Entire home/apt,90,2,73,2019.0
Manhattan,Marble Hill,Private room,65,2,5,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,76,3,6,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,74,4,1,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,95,1,87,2019.0
Brooklyn,Greenpoint,Entire home/apt,210,2,103,2019.0
Manhattan,Harlem,Private room,50,1,2,2017.0
Queens,Astoria,Entire home/apt,93,7,1,2017.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,1,3,2017.0
Manhattan,West Village,Entire home/apt,269,4,10,2019.0
Manhattan,Harlem,Private room,70,1,36,2019.0
Brooklyn,Greenpoint,Private room,90,5,3,2018.0
Manhattan,Midtown,Entire home/apt,422,5,58,2019.0
Manhattan,Chinatown,Entire home/apt,250,2,9,2019.0
Queens,Astoria,Private room,99,3,1,2017.0
Manhattan,Harlem,Private room,65,4,59,2019.0
Queens,Jamaica,Private room,55,1,5,2018.0
Manhattan,East Village,Entire home/apt,149,2,5,2018.0
Queens,Astoria,Private room,45,21,9,2019.0
Bronx,Clason Point,Private room,40,3,10,2019.0
Brooklyn,Greenpoint,Private room,135,2,2,2017.0
Manhattan,Washington Heights,Entire home/apt,75,3,3,2017.0
Brooklyn,Windsor Terrace,Entire home/apt,145,3,1,2017.0
Manhattan,Kips Bay,Entire home/apt,160,1,5,2018.0
Brooklyn,Park Slope,Private room,100,3,81,2019.0
Queens,Rosedale,Private room,58,1,45,2019.0
Brooklyn,Park Slope,Private room,120,3,5,2018.0
Queens,Astoria,Private room,80,2,26,2019.0
Manhattan,Washington Heights,Private room,65,2,81,2019.0
Brooklyn,Prospect Heights,Entire home/apt,115,2,7,2017.0
Queens,Forest Hills,Entire home/apt,100,2,18,2019.0
Manhattan,Morningside Heights,Entire home/apt,245,2,57,2019.0
Brooklyn,Crown Heights,Entire home/apt,80,2,85,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,110,2,43,2019.0
Manhattan,Harlem,Entire home/apt,183,2,3,2017.0
Queens,St. Albans,Private room,55,1,97,2019.0
Manhattan,Upper West Side,Entire home/apt,250,2,1,2017.0
Brooklyn,Prospect Heights,Private room,120,5,37,2019.0
Manhattan,Chelsea,Private room,89,2,1,2017.0
Brooklyn,Flatlands,Entire home/apt,100,3,17,2019.0
Brooklyn,Bushwick,Private room,59,3,29,2019.0
Brooklyn,Williamsburg,Private room,50,4,56,2019.0
Bronx,University Heights,Private room,45,3,12,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,50,1,1,2017.0
Queens,Woodhaven,Private room,49,2,8,2019.0
Manhattan,Harlem,Private room,55,2,80,2019.0
Queens,Corona,Entire home/apt,69,2,166,2019.0
Brooklyn,Boerum Hill,Entire home/apt,275,1,7,2018.0
Manhattan,Washington Heights,Entire home/apt,125,2,4,2018.0
Manhattan,East Harlem,Entire home/apt,300,2,14,2019.0
Brooklyn,Greenpoint,Entire home/apt,145,30,44,2019.0
Manhattan,East Village,Entire home/apt,170,30,136,2019.0
Queens,Astoria,Entire home/apt,95,30,48,2019.0
Manhattan,East Village,Entire home/apt,150,30,48,2019.0
Brooklyn,Williamsburg,Private room,60,3,1,2018.0
Brooklyn,Crown Heights,Private room,70,5,11,2019.0
Manhattan,Harlem,Private room,53,3,5,2018.0
Manhattan,Hell's Kitchen,Private room,130,1,74,2019.0
Manhattan,Midtown,Entire home/apt,350,30,1,2018.0
Bronx,Claremont Village,Private room,60,4,30,2019.0
Bronx,Concourse,Private room,35,7,32,2019.0
Queens,Astoria,Entire home/apt,179,3,5,2019.0
Brooklyn,Crown Heights,Private room,65,4,17,2019.0
Brooklyn,Crown Heights,Private room,75,4,2,2017.0
Brooklyn,Williamsburg,Entire home/apt,90,2,13,2019.0
Manhattan,West Village,Private room,114,1,10,2017.0
Queens,Flushing,Entire home/apt,111,3,22,2019.0
Queens,Rosedale,Private room,58,1,65,2019.0
Queens,Ditmars Steinway,Entire home/apt,95,3,6,2019.0
Manhattan,Greenwich Village,Entire home/apt,220,1,1,2017.0
